,Years,Months,Districts,Amounts_(m3)
3404,2015,5,Sisli,5731571.363
3405,2015,6,Sisli,3925046.251
3406,2015,7,Sisli,3256008.707
3407,2015,8,Sisli,3274360.332
3408,2015,9,Sisli,3648279.051
3409,2015,10,Sisli,7964374.021
3410,2015,11,Sisli,13979285.963
3411,2015,12,Sisli,26781235.425
3412,2016,1,Sisli,33276287.787
3413,2016,2,Sisli,22880112.631
3414,2016,3,Sisli,21321072.112
3415,2016,4,Sisli,8278792.915
3416,2016,5,Sisli,6215742.052
3417,2016,6,Sisli,3806082.502
3418,2016,7,Sisli,3052141.004
3419,2016,8,Sisli,3238493.537
3420,2016,9,Sisli,3960080.041
3421,2016,10,Sisli,8714510.37800001
3422,2016,11,Sisli,19609262.787
3423,2016,12,Sisli,34367830.105
3424,2017,1,Sisli,40015679.001
3425,2017,2,Sisli,30327882.011
3426,2017,3,Sisli,25349209.502
3427,2017,4,Sisli,16848381.559
3428,2017,5,Sisli,7131741.558
3429,2017,6,Sisli,3915352.78
3430,2017,7,Sisli,3783051.95
3431,2017,8,Sisli,3599218.123
3432,2017,9,Sisli,3812079.611
3433,2017,10,Sisli,8582250.493
3434,2017,11,Sisli,18851780.269
3435,2017,12,Sisli,22257810.079
3436,2018,1,Sisli,33025167.202
3437,2018,2,Sisli,27162646.704
3438,2018,3,Sisli,25678479.126
3439,2018,4,Sisli,12691221.689
3440,2018,5,Sisli,6624774.523
3441,2018,6,Sisli,3960190.78
3442,2018,7,Sisli,3860193.89
3443,2018,8,Sisli,3357414.979
3444,2018,9,Sisli,4281821.949
3445,2018,10,Sisli,7412390.822
3446,2018,11,Sisli,17312688.863
3447,2018,12,Sisli,32048569.979
3448,2019,1,Sisli,34635112.696
3449,2019,2,Sisli,28653706.34
3450,2019,3,Sisli,25102433.719
3451,2019,4,Sisli,17985471.449
3452,2019,5,Sisli,6500781.435
3453,2019,6,Sisli,3506105.457
3454,2019,7,Sisli,3766822.689
3455,2019,8,Sisli,3447487.341
3456,2019,9,Sisli,4033031.468
3457,2019,10,Sisli,5427865.607
3458,2019,11,Sisli,9765366.967
3459,2019,12,Sisli,23966232.79
3460,2020,1,Sisli,33363915.469
3461,2020,2,Sisli,27754348.538
3462,2020,3,Sisli,22347304.945
3463,2020,4,Sisli,14938648.809
3464,2020,5,Sisli,5536807.121
3465,2020,6,Sisli,3624788.47
3466,2020,7,Sisli,2853719.72
3467,2020,8,Sisli,2850391.224
3468,2020,9,Sisli,3407201.219
3469,2020,10,Sisli,4831699.757
3470,2020,11,Sisli,16906743.636
3471,2020,12,Sisli,22840195.334
3472,2021,1,Sisli,26483002.162
3473,2021,2,Sisli,25578793.684
3474,2021,3,Sisli,29760917.299
3475,2021,4,Sisli,19044975.161
3476,2021,5,Sisli,5394167.433
3477,2021,6,Sisli,4265873.723
3478,2021,7,Sisli,3177565.337
3479,2021,8,Sisli,3237837.172
3480,2021,9,Sisli,4019998.685
3481,2021,10,Sisli,9581192.664
3482,2021,11,Sisli,17284089.635
3483,2021,12,Sisli,26676290.015
3484,2022,1,Sisli,33684852.1
3485,2022,2,Sisli,28057441.478
3486,2022,3,Sisli,34931934.19
3487,2022,4,Sisli,14606596.418
3488,2022,5,Sisli,7891516.097
3489,2022,6,Sisli,3934598.419
3490,2022,7,Sisli,3068709.531
3491,2022,8,Sisli,3116005.161
3492,2022,9,Sisli,3765657.345
3493,2022,10,Sisli,6870927.358
3494,2022,11,Sisli,12776874.562
3495,2022,12,Sisli,21909831.796
3496,2023,1,Sisli,24769516.499
3497,2023,2,Sisli,28218024.075
3498,2023,3,Sisli,23423416.509
3499,2023,4,Sisli,14649105.888
3500,2015,1,Tuzla,24223587.444
3501,2015,2,Tuzla,21333554.071
3502,2015,3,Tuzla,21934775.412
3503,2015,4,Tuzla,16559234.382
3504,2015,5,Tuzla,10383850.849
3505,2015,6,Tuzla,9805510.141
3506,2015,7,Tuzla,9196120.346
3507,2015,8,Tuzla,9812472.612
3508,2015,9,Tuzla,9467871.381
3509,2015,10,Tuzla,12576454.148
3510,2015,11,Tuzla,16842164.358
3511,2015,12,Tuzla,25043006.803
3512,2016,1,Tuzla,27535190.065
3513,2016,2,Tuzla,20677943.024
3514,2016,3,Tuzla,21089414.739
3515,2016,4,Tuzla,12636227.593
3516,2016,5,Tuzla,11829748.874
3517,2016,6,Tuzla,10265621.079
3518,2016,7,Tuzla,8626893.39
3519,2016,8,Tuzla,9906010.338
3520,2016,9,Tuzla,9336260.876
3521,2016,10,Tuzla,13958887.019
3522,2016,11,Tuzla,20756675.805
3523,2016,12,Tuzla,31473494.215
3524,2017,1,Tuzla,33740618.019
3525,2017,2,Tuzla,26587772.607
3526,2017,3,Tuzla,24695304.851
3527,2017,4,Tuzla,18908386.09
3528,2017,5,Tuzla,12651057.09
3529,2017,6,Tuzla,10171035.235
3530,2017,7,Tuzla,10668038.266
3531,2017,8,Tuzla,11008411.2
3532,2017,9,Tuzla,10527252.81
3533,2017,10,Tuzla,14750875.87
3534,2017,11,Tuzla,21337034.927
3535,2017,12,Tuzla,25082892.087
3536,2018,1,Tuzla,29826947.707
3537,2018,2,Tuzla,26379694.601
3538,2018,3,Tuzla,24636530.083
3539,2018,4,Tuzla,15923508.234
3540,2018,5,Tuzla,13111432.562
3541,2018,6,Tuzla,10733838.255
3542,2018,7,Tuzla,11198711.491
3543,2018,8,Tuzla,9637723.064
3544,2018,9,Tuzla,10583080.292
3545,2018,10,Tuzla,13130876.812
3546,2018,11,Tuzla,20227134.715
3547,2018,12,Tuzla,30433422.356
3548,2019,1,Tuzla,31490554.309
3549,2019,2,Tuzla,27650346.212
3550,2019,3,Tuzla,25558451.373
3551,2019,4,Tuzla,20105994.362
3552,2019,5,Tuzla,12444644.441
3553,2019,6,Tuzla,9636252.872
3554,2019,7,Tuzla,11037294.923
3555,2019,8,Tuzla,9547556.768
3556,2019,9,Tuzla,11121725.692
3557,2019,10,Tuzla,12692063.551
3558,2019,11,Tuzla,15494998.016
3559,2019,12,Tuzla,26884220.29
3560,2020,1,Tuzla,33273430.329
3561,2020,2,Tuzla,28499056.432
3562,2020,3,Tuzla,25469411.193
3563,2020,4,Tuzla,17467810.321
3564,2020,5,Tuzla,10347422.495
3565,2020,6,Tuzla,10660927.117
3566,2020,7,Tuzla,10506653.639
3567,2020,8,Tuzla,10520888.435
3568,2020,9,Tuzla,10930882.315
3569,2020,10,Tuzla,12468852.775
3570,2020,11,Tuzla,21601616.385
3571,2020,12,Tuzla,26685250.674
3572,2021,1,Tuzla,29558337.887
3573,2021,2,Tuzla,28331869.702
3574,2021,3,Tuzla,32160345.403
3575,2021,4,Tuzla,23350484.976
3576,2021,5,Tuzla,12102707.032
3577,2021,6,Tuzla,12114393.501
3578,2021,7,Tuzla,10220069.699
3579,2021,8,Tuzla,11619949.151
3580,2021,9,Tuzla,12249924.425
3581,2021,10,Tuzla,15707746.56
3582,2021,11,Tuzla,18666890.841
3583,2021,12,Tuzla,29787330.329
3584,2022,1,Tuzla,34945283.246
3585,2022,2,Tuzla,29984090.052
3586,2022,3,Tuzla,37009222.22
3587,2022,4,Tuzla,19588554.817
3588,2022,5,Tuzla,13739179.665
3589,2022,6,Tuzla,11416815.693
3590,2022,7,Tuzla,9651620.186
3591,2022,8,Tuzla,11374748.352
3592,2022,9,Tuzla,11118273.847
3593,2022,10,Tuzla,14348161.983
3594,2022,11,Tuzla,18648036.179
3595,2022,12,Tuzla,26181370.462
3596,2023,1,Tuzla,28570551.287
3597,2023,2,Tuzla,30148412.645
3598,2023,3,Tuzla,26621867.365
3599,2023,4,Tuzla,18323614.348
3600,2015,1,Umraniye,44954515.518
3601,2015,2,Umraniye,39339585.609
3602,2015,3,Umraniye,37429966.068
3603,2015,4,Umraniye,24063544.316
3604,2015,5,Umraniye,8718873.829
3605,2015,6,Umraniye,7026446.0
3606,2015,7,Umraniye,6000097.795
3607,2015,8,Umraniye,6316464.77
3608,2015,9,Umraniye,6568592.11
3609,2015,10,Umraniye,12077370.308
3610,2015,11,Umraniye,20887190.946
3611,2015,12,Umraniye,40656226.401
3612,2016,1,Umraniye,48463503.819
3613,2016,2,Umraniye,32839886.368
3614,2016,3,Umraniye,30969805.094
3615,2016,4,Umraniye,12187144.393
3616,2016,5,Umraniye,9718248.138
3617,2016,6,Umraniye,7267407.87
3618,2016,7,Umraniye,5759572.818
3619,2016,8,Umraniye,6738726.935
3620,2016,9,Umraniye,6709811.53
3621,2016,10,Umraniye,14230464.656
3622,2016,11,Umraniye,28727623.404
3623,2016,12,Umraniye,52899004.44
3624,2017,1,Umraniye,60040758.37
3625,2017,2,Umraniye,43957803.941
3626,2017,3,Umraniye,36839461.022
3627,2017,4,Umraniye,24261095.14
3628,2017,5,Umraniye,10984885.288
3629,2017,6,Umraniye,7215693.624
3630,2017,7,Umraniye,6902617.394
3631,2017,8,Umraniye,6928118.839
3632,2017,9,Umraniye,7024285.873
3633,2017,10,Umraniye,13561381.594
3634,2017,11,Umraniye,27781470.625
3635,2017,12,Umraniye,37748497.513
3636,2018,1,Umraniye,47867875.898
3637,2018,2,Umraniye,42640879.983
3638,2018,3,Umraniye,36056055.233
3639,2018,4,Umraniye,18267860.856
3640,2018,5,Umraniye,10811215.33
3641,2018,6,Umraniye,7232782.86
3642,2018,7,Umraniye,7097295.807
3643,2018,8,Umraniye,6242052.556
3644,2018,9,Umraniye,7444715.207
3645,2018,10,Umraniye,11897824.264
3646,2018,11,Umraniye,26627823.411
3647,2018,12,Umraniye,48531076.563
3648,2019,1,Umraniye,51675614.803
3649,2019,2,Umraniye,43831949.788
3650,2019,3,Umraniye,37393326.069
3651,2019,4,Umraniye,26576511.41
3652,2019,5,Umraniye,10463674.705
3653,2019,6,Umraniye,6537929.481
3654,2019,7,Umraniye,6936518.57
3655,2019,8,Umraniye,6039532.354
3656,2019,9,Umraniye,7157881.35
3657,2019,10,Umraniye,9662769.663
3658,2019,11,Umraniye,15195504.661
3659,2019,12,Umraniye,38376193.711
3660,2020,1,Umraniye,52601665.22
3661,2020,2,Umraniye,43033750.006
3662,2020,3,Umraniye,37205429.298
3663,2020,4,Umraniye,23538117.682
3664,2020,5,Umraniye,9960782.448
3665,2020,6,Umraniye,8178191.24
3666,2020,7,Umraniye,6733834.137
3667,2020,8,Umraniye,6333145.689
3668,2020,9,Umraniye,7030349.584
3669,2020,10,Umraniye,9063774.384
3670,2020,11,Umraniye,28101628.591
3671,2020,12,Umraniye,37959820.576
3672,2021,1,Umraniye,43536716.543
3673,2021,2,Umraniye,41576967.148
3674,2021,3,Umraniye,48028901.908
3675,2021,4,Umraniye,30645308.096
3676,2021,5,Umraniye,9972443.888
3677,2021,6,Umraniye,8458314.189
3678,2021,7,Umraniye,6458448.938
3679,2021,8,Umraniye,6764920.74
3680,2021,9,Umraniye,8022086.028
3681,2021,10,Umraniye,16273163.587
3682,2021,11,Umraniye,28006483.719
3683,2021,12,Umraniye,44085093.307
3684,2022,1,Umraniye,55375826.126
3685,2022,2,Umraniye,46091301.368
3686,2022,3,Umraniye,56405357.805
3687,2022,4,Umraniye,23053658.897
3688,2022,5,Umraniye,13183483.168
3689,2022,6,Umraniye,8444067.929
3690,2022,7,Umraniye,6897594.165
3691,2022,8,Umraniye,7325409.222
3692,2022,9,Umraniye,8092603.699
3693,2022,10,Umraniye,12474617.488
3694,2022,11,Umraniye,21386027.629
3695,2022,12,Umraniye,36478073.01
3696,2023,1,Umraniye,41624218.631
3697,2023,2,Umraniye,47511935.162
3698,2023,3,Umraniye,39451484.129
3699,2023,4,Umraniye,22574114.304
3700,2015,1,Uskudar,44000379.78
3701,2015,2,Uskudar,38627728.233
3702,2015,3,Uskudar,36566658.223
3703,2015,4,Uskudar,23701792.278
3704,2015,5,Uskudar,6954280.668
3705,2015,6,Uskudar,4860021.106
3706,2015,7,Uskudar,3925692.606
3707,2015,8,Uskudar,3693210.144
3708,2015,9,Uskudar,4192878.864
3709,2015,10,Uskudar,9985537.643
3710,2015,11,Uskudar,19225139.112
3711,2015,12,Uskudar,38589764.638
3712,2016,1,Uskudar,46184709.994
3713,2016,2,Uskudar,31526681.308
3714,2016,3,Uskudar,29974037.521
3715,2016,4,Uskudar,10847000.267
3716,2016,5,Uskudar,7782541.372
3717,2016,6,Uskudar,4907627.341
3718,2016,7,Uskudar,3767481.572
3719,2016,8,Uskudar,3874591.579
3720,2016,9,Uskudar,4565578.712
3721,2016,10,Uskudar,11401653.762
3722,2016,11,Uskudar,25817134.701
3723,2016,12,Uskudar,49109051.197
3724,2017,1,Uskudar,56680914.27
3725,2017,2,Uskudar,41876255.654
3726,2017,3,Uskudar,35781621.837
3727,2017,4,Uskudar,23315535.66
3728,2017,5,Uskudar,9203654.111
3729,2017,6,Uskudar,5378716.652
3730,2017,7,Uskudar,4541295.616
3731,2017,8,Uskudar,4687473.415
3732,2017,9,Uskudar,5242065.481
3733,2017,10,Uskudar,11697586.843
3734,2017,11,Uskudar,25309094.416
3735,2017,12,Uskudar,35044309.581
3736,2018,1,Uskudar,43894134.157
3737,2018,2,Uskudar,39149292.461
3738,2018,3,Uskudar,33887709.497
3739,2018,4,Uskudar,17192723.705
3740,2018,5,Uskudar,8807618.547
3741,2018,6,Uskudar,5077264.882
3742,2018,7,Uskudar,4702851.131
3743,2018,8,Uskudar,4210696.352
3744,2018,9,Uskudar,5174549.302
3745,2018,10,Uskudar,9337126.899
3746,2018,11,Uskudar,23977163.983
3747,2018,12,Uskudar,44186692.111
3748,2019,1,Uskudar,47355334.407
3749,2019,2,Uskudar,40943762.573
3750,2019,3,Uskudar,34980604.369
3751,2019,4,Uskudar,24626457.948
3752,2019,5,Uskudar,8764287.158
3753,2019,6,Uskudar,4961856.565
3754,2019,7,Uskudar,4757880.7
3755,2019,8,Uskudar,4365589.92
3756,2019,9,Uskudar,5094939.569
3757,2019,10,Uskudar,7420376.167
3758,2019,11,Uskudar,13169157.162
3759,2019,12,Uskudar,34534227.224
3760,2020,1,Uskudar,46971636.521
3761,2020,2,Uskudar,38928835.812
3762,2020,3,Uskudar,33746009.13
3763,2020,4,Uskudar,23061315.284
3764,2020,5,Uskudar,8706893.958
3765,2020,6,Uskudar,5707619.27
3766,2020,7,Uskudar,4538972.738
3767,2020,8,Uskudar,4299372.759
3768,2020,9,Uskudar,4675477.545
3769,2020,10,Uskudar,6903847.142
3770,2020,11,Uskudar,24245529.804
3771,2020,12,Uskudar,33023617.182
3772,2021,1,Uskudar,38279146.146
3773,2021,2,Uskudar,36849606.35
3774,2021,3,Uskudar,42566395.406
3775,2021,4,Uskudar,27149640.637
3776,2021,5,Uskudar,7921966.223
3777,2021,6,Uskudar,5941104.955
3778,2021,7,Uskudar,4246197.605
3779,2021,8,Uskudar,4395887.02
3780,2021,9,Uskudar,5353292.304
3781,2021,10,Uskudar,13009229.443
3782,2021,11,Uskudar,23697940.491
3783,2021,12,Uskudar,37819449.96
3784,2022,1,Uskudar,48402546.014
3785,2022,2,Uskudar,40162066.672
3786,2022,3,Uskudar,49435442.727
3787,2022,4,Uskudar,20467860.126
3788,2022,5,Uskudar,10559662.293
3789,2022,6,Uskudar,5442472.412
3790,2022,7,Uskudar,4404920.469
3791,2022,8,Uskudar,4409953.792
3792,2022,9,Uskudar,5153058.167
3793,2022,10,Uskudar,9517909.25
3794,2022,11,Uskudar,18165004.917
3795,2022,12,Uskudar,31415689.167
3796,2023,1,Uskudar,35899248.252
3797,2023,2,Uskudar,40840695.463
3798,2023,3,Uskudar,34907679.568
3799,2023,4,Uskudar,20454774.005
3800,2015,1,Zeytinburnu,17056840.039
3801,2015,2,Zeytinburnu,14781844.525
3802,2015,3,Zeytinburnu,14252520.638
3803,2015,4,Zeytinburnu,9553739.21
3804,2015,5,Zeytinburnu,4484129.648
3805,2015,6,Zeytinburnu,3693289.136
3806,2015,7,Zeytinburnu,3129235.692
3807,2015,8,Zeytinburnu,3326947.683
3808,2015,9,Zeytinburnu,3267083.971
3809,2015,10,Zeytinburnu,5271690.128
3810,2015,11,Zeytinburnu,7792588.257
3811,2015,12,Zeytinburnu,14670535.18
3812,2016,1,Zeytinburnu,17324537.908
3813,2016,2,Zeytinburnu,12156708.351
3814,2016,3,Zeytinburnu,11342935.476
3815,2016,4,Zeytinburnu,4950855.307
3816,2016,5,Zeytinburnu,4091350.177
3817,2016,6,Zeytinburnu,3187966.221
3818,2016,7,Zeytinburnu,2394988.457
3819,2016,8,Zeytinburnu,2873088.888
3820,2016,9,Zeytinburnu,2803638.403
3821,2016,10,Zeytinburnu,5050963.821
3822,2016,11,Zeytinburnu,10392743.514
3823,2016,12,Zeytinburnu,18134508.037
3824,2017,1,Zeytinburnu,22137921.691
3825,2017,2,Zeytinburnu,17220184.639
3826,2017,3,Zeytinburnu,14363910.056
3827,2017,4,Zeytinburnu,9528956.34
3828,2017,5,Zeytinburnu,5267487.556
3829,2017,6,Zeytinburnu,3575418.406
3830,2017,7,Zeytinburnu,3396180.184
3831,2017,8,Zeytinburnu,3510349.973
3832,2017,9,Zeytinburnu,3615116.255
3833,2017,10,Zeytinburnu,6043971.302
3834,2017,11,Zeytinburnu,10766100.02
3835,2017,12,Zeytinburnu,12950783.21
3836,2018,1,Zeytinburnu,18971214.552
3837,2018,2,Zeytinburnu,15403505.823
3838,2018,3,Zeytinburnu,15112163.832
3839,2018,4,Zeytinburnu,7917939.977
3840,2018,5,Zeytinburnu,5312564.215
3841,2018,6,Zeytinburnu,3791636.898
3842,2018,7,Zeytinburnu,3807261.623
3843,2018,8,Zeytinburnu,3161252.66
3844,2018,9,Zeytinburnu,4013650.762
3845,2018,10,Zeytinburnu,5387502.886
3846,2018,11,Zeytinburnu,10280312.135
3847,2018,12,Zeytinburnu,18338833.088
3848,2019,1,Zeytinburnu,20060435.821
3849,2019,2,Zeytinburnu,16592489.254
3850,2019,3,Zeytinburnu,14851761.678
3851,2019,4,Zeytinburnu,10876399.616
3852,2019,5,Zeytinburnu,5730199.866
3853,2019,6,Zeytinburnu,3597702.744
3854,2019,7,Zeytinburnu,4047290.735
3855,2019,8,Zeytinburnu,3448608.219
3856,2019,9,Zeytinburnu,4061335.95
3857,2019,10,Zeytinburnu,5053116.678
3858,2019,11,Zeytinburnu,6723094.016
3859,2019,12,Zeytinburnu,14515348.057
3860,2020,1,Zeytinburnu,19654993.9
3861,2020,2,Zeytinburnu,16546120.288
3862,2020,3,Zeytinburnu,14153778.837
3863,2020,4,Zeytinburnu,9725240.488
3864,2020,5,Zeytinburnu,4912178.094
3865,2020,6,Zeytinburnu,4261665.195
3866,2020,7,Zeytinburnu,3758376.338
3867,2020,8,Zeytinburnu,3672266.73
3868,2020,9,Zeytinburnu,3954638.655
3869,2020,10,Zeytinburnu,4646669.756
3870,2020,11,Zeytinburnu,10690120.292
3871,2020,12,Zeytinburnu,14065395.312
3872,2021,1,Zeytinburnu,16310557.084
3873,2021,2,Zeytinburnu,15632365.196
3874,2021,3,Zeytinburnu,18038287.278
3875,2021,4,Zeytinburnu,12214112.452
3876,2021,5,Zeytinburnu,4974779.275
3877,2021,6,Zeytinburnu,4813337.694
3878,2021,7,Zeytinburnu,3678340.464
3879,2021,8,Zeytinburnu,4107641.635
3880,2021,9,Zeytinburnu,4569888.391
3881,2021,10,Zeytinburnu,6953389.81
3882,2021,11,Zeytinburnu,11070033.293
3883,2021,12,Zeytinburnu,16726742.765
3884,2022,1,Zeytinburnu,20688479.068
3885,2022,2,Zeytinburnu,17444580.438
3886,2022,3,Zeytinburnu,21270940.382
3887,2022,4,Zeytinburnu,10051794.795
3888,2022,5,Zeytinburnu,6427837.227
3889,2022,6,Zeytinburnu,4882429.152
3890,2022,7,Zeytinburnu,3823444.923
3891,2022,8,Zeytinburnu,4246651.642
3892,2022,9,Zeytinburnu,4474070.051
3893,2022,10,Zeytinburnu,5745271.219
3894,2022,11,Zeytinburnu,8260587.175
3895,2022,12,Zeytinburnu,13614112.008
3896,2023,1,Zeytinburnu,15374084.489
3897,2023,2,Zeytinburnu,17116320.853
3898,2023,3,Zeytinburnu,14844388.26
3899,2023,4,Zeytinburnu,9465693.679
